"carat","cut","color","clarity","depth","table","price","x","y","z"
1.22,"Premium","H","VS2",60.9,58,6354,6.89,6.86,4.19
0.41,"Good","E","VS1",61.3,61,954,4.77,4.79,2.93
0.7,"Fair","G","I1",65.3,59,1138,5.5,5.47,3.58
1.66,"Ideal","I","VS1",61,55,10691,7.67,7.64,4.67
1.02,"Good","E","VS1",63.9,56,7602,6.33,6.38,4.06
0.71,"Good","D","VS2",62.3,61,2891,5.7,5.73,3.56
0.38,"Premium","I","SI2",60,59,500,4.69,4.71,2.82
0.3,"Ideal","F","VS2",62.5,55,605,4.27,4.31,2.68
1.35,"Premium","H","VS2",60.5,62,6093,7.16,7.11,4.32
0.31,"Ideal","I","VS2",62,54,452,4.37,4.4,2.72
0.55,"Very Good","D","VS2",62.8,57,1799,5.24,5.27,3.3
0.92,"Premium","H","VS2",61.3,58,4077,6.21,6.26,3.82
0.3,"Ideal","G","IF",61.5,56,863,4.32,4.36,2.67
1.66,"Ideal","F","I1",62.1,58,6135,7.6,7.56,4.71
1.2,"Very Good","I","SI1",63.8,57,5352,6.64,6.72,4.26
1.13,"Ideal","F","VS2",60.1,56,8157,6.76,6.84,4.09
0.3,"Ideal","F","VVS1",61.9,55,1041,4.32,4.34,2.68
0.41,"Premium","D","SI2",62.3,58,876,4.77,4.73,2.96
0.4,"Premium","G","SI1",59.3,59,702,4.8,4.82,2.85
1.63,"Ideal","H","VS2",62.4,55,12155,7.53,7.57,4.71
0.72,"Ideal","E","SI1",62.7,55,2886,5.64,5.69,3.55
0.33,"Ideal","I","SI2",61.8,55,403,4.49,4.51,2.78
0.4,"Good","F","SI1",63.1,58,687,4.66,4.69,2.95
0.81,"Premium","H","VVS2",62.8,58,3266,5.92,5.89,3.71
0.35,"Ideal","I","SI2",61.6,55,580,4.62,4.53,2.82
0.38,"Very Good","G","VS1",63.5,59,840,4.58,4.61,2.92
0.56,"Ideal","G","VVS1",62,56,2202,5.28,5.3,3.28
0.51,"Premium","F","VVS2",60.5,59,2203,5.17,5.15,3.12
1.72,"Ideal","J","SI1",62,57,8900,7.66,7.62,4.74
0.41,"Ideal","F","VS2",62.8,57,1107,4.76,4.73,2.98
1.22,"Ideal","G","VS2",62,57,8062,6.88,6.83,4.25
0.78,"Premium","J","SI2",60.6,58,2022,5.94,5.91,3.59
1.32,"Very Good","H","SI1",62.3,58,7389,6.96,7,4.35
1.16,"Premium","I","SI1",60,58,4872,6.82,6.78,4.08
0.41,"Ideal","D","VVS2",62.1,56,1295,4.76,4.78,2.96
0.35,"Ideal","F","VVS2",62.5,56,830,4.51,4.55,2.83
0.7,"Ideal","F","SI1",62.6,55,2662,5.67,5.68,3.55
1.66,"Premium","J","VVS2",62.6,59,10062,7.58,7.54,4.73
0.38,"Very Good","G","VS1",61.9,56,833,4.63,4.68,2.88
0.32,"Premium","J","VS1",60.6,59,540,4.46,4.42,2.69
0.82,"Very Good","F","VS2",58.7,58,3621,6.1,6.2,3.61
1.08,"Ideal","I","SI1",61.4,57,4476,6.67,6.62,4.08
0.5,"Premium","F","VS2",61.4,59,1736,5.12,5.1,3.14
0.4,"Ideal","G","VVS1",60.8,54,1097,4.8,4.83,2.93
0.57,"Premium","D","SI1",61.1,56,1847,5.38,5.33,3.27
1,"Fair","H","SI2",67.8,53,2530,6.08,6.02,4.1
1.01,"Ideal","J","SI2",61.9,55,4174,6.5,6.43,4.01
0.3,"Very Good","G","VS1",62,60,605,4.23,4.28,2.64
0.31,"Very Good","H","VS2",62.5,60,489,4.31,4.36,2.71
0.55,"Ideal","E","VVS2",61.1,57,2362,5.25,5.29,3.22
1.86,"Very Good","H","SI2",62.3,57,11416,7.82,7.85,4.88
0.5,"Ideal","E","VS2",60,57,1746,5.15,5.12,3.08
0.51,"Ideal","E","VS2",62,54,1614,5.16,5.13,3.19
0.77,"Ideal","G","SI1",61.5,56,3253,5.89,5.92,3.63
0.5,"Very Good","D","VS2",63.4,57,1627,5.05,5.08,3.21
0.3,"Ideal","I","VVS1",62.2,54,532,4.29,4.35,2.68
1.9,"Premium","F","SI2",62.9,61,12812,7.78,7.73,4.88
1.21,"Premium","I","SI1",62.8,57,5218,6.74,6.67,4.21
0.3,"Premium","D","SI1",62.6,59,552,4.23,4.27,2.66
0.54,"Good","D","SI2",63.2,57,1249,5.16,5.19,3.27
1.04,"Ideal","E","VVS2",62.4,56,9897,6.51,6.47,4.05
1.08,"Premium","E","SI2",60.2,58,4742,6.68,6.61,4
0.33,"Premium","F","VS2",61.9,57,854,4.44,4.42,2.74
0.54,"Ideal","E","VS1",61.2,57,1962,5.25,5.27,3.22
1.12,"Premium","D","VS1",62.1,57,8633,6.68,6.65,4.14
0.33,"Ideal","H","VS2",62.2,57,668,4.46,4.42,2.76
0.53,"Ideal","G","VVS1",61.8,56,2005,5.18,5.2,3.21
1.76,"Premium","E","SI2",62.1,58,9580,7.7,7.62,4.74
0.99,"Fair","H","VS2",71.6,57,3593,5.94,5.8,4.2
0.58,"Very Good","D","SI2",62.9,56,1438,5.31,5.35,3.35
0.5,"Good","D","VS2",63.7,56,1635,5.05,5.09,3.23
2.2,"Ideal","J","SI1",61.5,57,14593,8.41,8.37,5.16
1,"Premium","H","IF",60.6,57,7235,6.54,6.47,3.94
0.51,"Ideal","D","VS2",61.8,55,1787,5.15,5.18,3.19
0.23,"Very Good","E","VVS2",60.6,55,478,4.02,4.07,2.45
0.9,"Ideal","D","SI1",60.7,57,4304,6.23,6.16,3.76
1.01,"Premium","F","VS2",61.3,61,6271,6.38,6.34,3.9
0.27,"Very Good","E","VVS2",60.5,60,544,4.19,4.2,2.54
0.34,"Ideal","F","IF",62.2,55,941,4.47,4.5,2.79
0.57,"Premium","E","SI2",62.5,54,1058,5.35,5.3,3.33
0.53,"Ideal","E","SI1",62.1,53,1408,5.2,5.23,3.24
2.02,"Very Good","H","SI2",59.9,55,15851,8.17,8.28,4.93
0.74,"Very Good","F","SI1",62.7,58,2715,5.71,5.78,3.6
0.41,"Good","F","VS2",63.2,57,863,4.74,4.76,3
0.74,"Very Good","F","SI2",63.1,58,1909,5.76,5.72,3.62
1.03,"Very Good","G","SI1",63.2,58,4764,6.43,6.38,4.05
0.41,"Ideal","D","SI1",61.4,56,1015,4.8,4.77,2.94
0.7,"Ideal","F","SI1",61,56,2840,5.75,5.8,3.52
0.7,"Ideal","F","SI1",61.1,56,2671,5.74,5.78,3.52
0.31,"Ideal","D","VVS2",62,56,1034,4.35,4.37,2.7
0.73,"Premium","J","SI1",58.2,59,1905,5.99,5.91,3.46
1.03,"Ideal","H","VS2",62.3,56,5364,6.46,6.44,4.02
0.51,"Very Good","F","SI2",62.3,55,1243,5.13,5.15,3.2
2.01,"Fair","F","SI1",58.6,95,13387,8.32,8.31,4.87
1.03,"Ideal","F","IF",63.1,55,10615,6.45,6.46,4.07
2.05,"Premium","I","SI2",62.1,59,9850,8.13,8.07,5.03
0.41,"Ideal","D","VS1",61.2,57,1018,4.77,4.81,2.93
1.2,"Ideal","H","SI1",62.9,57,5510,6.79,6.76,4.26
0.3,"Ideal","G","VVS2",61.1,57,684,4.32,4.35,2.65
0.51,"Ideal","D","SI2",61.9,56,1264,5.1,5.15,3.17
0.41,"Ideal","I","VS1",61.9,55,824,4.79,4.81,2.97
0.32,"Premium","H","VS2",60.7,58,648,4.46,4.43,2.7
0.38,"Ideal","J","VVS2",61.4,56,629,4.68,4.7,2.88
1.02,"Very Good","J","SI2",63.1,58,3359,6.38,6.34,4.01
1.03,"Very Good","H","SI2",61.3,56,4745,6.5,6.53,3.99
2.2,"Ideal","G","SI2",62,57,18168,8.31,8.27,5.14
1.02,"Ideal","H","VVS2",62,56,6613,6.42,6.45,3.99
1.01,"Premium","D","VS1",61.8,54,8201,6.44,6.38,3.96
0.3,"Good","G","VS1",63.6,55,776,4.31,4.27,2.73
0.41,"Good","G","SI1",63.4,57,671,4.7,4.73,2.99
0.77,"Very Good","F","VVS1",61.1,57,4304,5.91,5.94,3.62
1.03,"Premium","J","I1",62.8,55,2392,6.43,6.41,4.03
0.42,"Ideal","J","VS1",62.3,53,636,4.83,4.86,3.02
2.03,"Fair","H","I1",64.4,59,6002,7.91,7.85,5.07
0.4,"Good","E","SI1",64.2,56,682,4.66,4.69,3
0.41,"Ideal","D","VS2",61.7,55,1177,4.8,4.76,2.95
0.23,"Very Good","D","VS2",60.2,57,577,4.02,4.07,2.43
0.9,"Fair","I","I1",67.2,60,1786,5.96,5.88,3.98
0.75,"Ideal","F","SI1",61.2,55,2966,5.87,5.92,3.61
0.38,"Ideal","I","SI1",61.6,57,626,4.62,4.66,2.86
0.33,"Premium","D","SI2",62.1,58,492,4.4,4.43,2.74
1.01,"Ideal","E","VVS1",62,57,11154,6.45,6.39,3.98
1.01,"Very Good","F","VS2",61.4,54,5988,6.4,6.47,3.95
0.71,"Good","I","VVS1",63.4,57,2549,5.67,5.71,3.61
0.3,"Premium","E","VS2",62.6,62,788,4.25,4.21,2.65
0.72,"Very Good","H","SI1",63,58,2198,5.68,5.71,3.59
0.86,"Very Good","H","SI1",59.7,59,3228,6.14,6.23,3.69
0.42,"Ideal","G","VS2",62.1,56,1087,4.84,4.79,2.99
0.57,"Ideal","F","VS2",61.7,57,1754,5.33,5.36,3.3
1.17,"Fair","I","I1",64.5,59,2336,6.67,6.47,4.25
1.01,"Fair","I","VS1",64.9,58,4263,6.17,6.22,4.02
0.25,"Very Good","E","VS1",59.9,56,436,4.1,4.15,2.47
0.5,"Very Good","D","SI1",63.4,56,1354,5.01,5.06,3.19
0.7,"Ideal","E","SI1",61.4,57,2777,5.76,5.7,3.52
0.53,"Ideal","H","SI1",62,54,1205,5.17,5.22,3.22
1.6,"Premium","F","SI2",58.7,58,10286,7.76,7.68,4.53
1.07,"Ideal","H","SI1",61,56,5281,6.6,6.68,4.05
1.19,"Ideal","H","SI2",62,57,4914,6.77,6.81,4.21
0.4,"Ideal","J","VVS2",62.5,53,662,4.74,4.79,2.98
2.07,"Good","I","SI1",63.6,58,13993,8.09,7.99,5.11
0.53,"Ideal","G","VVS1",61.8,56,1956,5.19,5.24,3.22
0.28,"Ideal","F","VVS2",61.8,56,787,4.18,4.22,2.6
0.41,"Premium","G","VVS2",61.4,58,1007,4.75,4.8,2.93
0.42,"Premium","H","VVS1",60.9,62,1096,4.86,4.8,2.94
0.31,"Premium","E","SI2",60.8,61,558,4.43,4.39,2.68
0.33,"Ideal","I","VVS2",62.7,54,579,4.42,4.45,2.78
0.72,"Good","H","SI1",63.7,59,2398,5.68,5.63,3.6
0.38,"Ideal","G","SI2",62.8,57,566,4.58,4.59,2.88
1.2,"Very Good","F","SI2",63.3,59,4274,6.7,6.66,4.23
0.31,"Ideal","G","VVS1",61.9,55,789,4.38,4.41,2.72
0.41,"Premium","E","VVS1",62.2,58,1431,4.77,4.75,2.96
2.01,"Fair","G","VS2",67.5,55,17917,7.7,7.79,5.23
1.06,"Ideal","I","SI2",61.8,57,4270,6.57,6.6,4.07
0.59,"Ideal","G","VVS2",61,57,2024,5.41,5.44,3.31
1.14,"Very Good","D","SI2",59.2,61,4957,6.82,6.84,4.04
1.02,"Ideal","D","SI1",62.3,56,5266,6.49,6.45,4.03
0.3,"Ideal","E","VVS2",61.4,56,949,4.33,4.37,2.67
0.7,"Fair","G","SI1",68.4,58,1915,5.59,5.55,3.61
0.27,"Ideal","E","VVS2",60.5,57,620,4.18,4.25,2.55
0.36,"Premium","D","SI1",60.4,58,851,4.64,4.6,2.79
0.3,"Very Good","E","SI1",62.1,60,526,4.27,4.29,2.66
0.5,"Very Good","D","SI1",60.7,59,1190,5.11,5.04,3.08
0.32,"Ideal","D","SI1",62.6,55,589,4.36,4.39,2.74
1.73,"Ideal","I","VS1",61.4,57,13250,7.7,7.65,4.71
0.32,"Ideal","F","VS2",61.9,56,828,4.39,4.37,2.71
0.91,"Very Good","I","VS2",62.5,58,3579,6.13,6.19,3.85
0.39,"Premium","E","VVS2",59.5,58,1126,4.77,4.74,2.83
0.41,"Very Good","E","SI1",62.4,55,755,4.74,4.78,2.97
0.4,"Very Good","E","VVS2",60.3,59,1017,4.74,4.78,2.87
0.53,"Good","F","SI1",63.8,56,1363,5.16,5.13,3.28
0.31,"Very Good","H","VVS2",61.9,58,625,4.33,4.36,2.69
0.31,"Ideal","G","IF",62.5,56,871,4.33,4.37,2.71
0.31,"Very Good","I","SI1",62.3,58,418,4.35,4.38,2.72
0.27,"Very Good","F","VVS1",61.8,56,682,4.15,4.17,2.57
0.53,"Ideal","F","VS1",62.2,55,1908,5.22,5.17,3.23
0.32,"Very Good","F","VS2",58.8,62,602,4.43,4.48,2.62
0.24,"Very Good","F","VVS2",62,58,552,3.95,3.98,2.46
2.01,"Ideal","H","SI1",62.2,56,18252,8.03,8.05,5
1.32,"Ideal","J","VS2",62.3,57,6288,6.96,7,4.35
1.5,"Fair","G","SI2",68.5,66,6552,6.87,6.76,4.67
1.01,"Premium","I","SI1",61.8,58,4185,6.45,6.37,3.96
0.37,"Premium","E","SI1",59.9,59,833,4.7,4.68,2.81
1.01,"Premium","E","VS2",58,61,7240,6.53,6.5,3.94
1.01,"Ideal","G","VS2",61,56,6855,6.46,6.49,3.95
1.33,"Premium","I","VS1",61.5,58,6963,7.02,7.06,4.33
0.7,"Ideal","G","SI1",62.4,56,2276,5.66,5.69,3.54
0.41,"Very Good","D","SI1",63,57,717,4.64,4.7,2.94
1.02,"Very Good","E","SI2",63.3,59,4478,6.42,6.32,4.03
0.23,"Very Good","G","VVS2",62.3,57,431,3.9,3.92,2.43
0.51,"Very Good","G","VS2",62.2,57,1438,5.1,5.15,3.19
0.59,"Premium","G","VS2",61.1,57,1789,5.43,5.4,3.31
0.28,"Very Good","H","VVS2",62.7,54,522,4.16,4.19,2.61
1,"Premium","F","SI2",62.9,56,4333,6.42,6.36,4.02
0.32,"Ideal","H","VS2",60.8,56,523,4.46,4.49,2.72
1.01,"Ideal","E","SI2",62.2,54,4751,6.43,6.39,3.99
0.33,"Ideal","F","VVS1",62.4,55,955,4.44,4.47,2.78
0.88,"Ideal","I","SI1",63.2,56,3264,6.04,6.09,3.83
1.71,"Very Good","I","SI1",62.4,59,10681,7.63,7.6,4.75
0.9,"Very Good","E","VS2",60.4,60,4707,6.23,6.29,3.78
0.39,"Very Good","H","VVS2",62.4,57,784,4.67,4.7,2.92
1.05,"Premium","H","SI1",61.9,58,4692,6.5,6.45,4.01
0.3,"Ideal","D","SI1",61.4,55,709,4.34,4.29,2.65
0.9,"Good","E","SI2",59.9,61,3660,6.16,6.2,3.7
0.56,"Ideal","E","SI1",62.7,57,1698,5.27,5.23,3.29
2,"Very Good","J","SI2",62.8,57,11510,8.02,8.05,5.04
1.16,"Premium","H","I1",61.7,62,2368,6.68,6.64,4.11
1.57,"Premium","G","SI1",59.5,58,11113,7.61,7.56,4.51
1.01,"Ideal","H","SI1",61.2,56,5664,6.44,6.47,3.95
0.9,"Very Good","G","VS2",58.4,61,4276,6.33,6.38,3.71
1.14,"Ideal","D","SI2",61.4,56,5650,6.77,6.69,4.13
1.22,"Very Good","H","VS1",58.9,59,7152,6.96,7.02,4.12
0.71,"Premium","D","VS2",62.7,58,2659,5.53,5.67,3.54
1.01,"Very Good","G","VS2",62.7,61,5747,6.32,6.35,3.97
1.04,"Very Good","G","VS1",63.4,59,6814,6.46,6.38,4.07
0.32,"Ideal","F","VVS1",62,55,898,4.41,4.43,2.74
0.32,"Premium","I","SI1",62.9,58,554,4.35,4.33,2.73
0.33,"Good","I","VS1",63.2,57,521,4.37,4.4,2.77
1.61,"Ideal","I","VS2",61.7,56,11826,7.52,7.62,4.67
0.53,"Good","D","VS2",58.4,58,1625,5.31,5.38,3.12
0.52,"Ideal","E","VS1",62,53,1893,5.16,5.2,3.21
0.24,"Very Good","H","VVS2",61.3,57,449,4.01,4.04,2.46
1.67,"Very Good","H","SI1",59.4,61,11146,7.73,7.78,4.61
0.7,"Good","E","VS2",64.1,55,2793,5.6,5.66,3.61
2.28,"Good","J","SI2",63.6,57,9068,8.37,8.32,5.31
0.3,"Very Good","E","VS1",61.4,59,653,4.32,4.28,2.64
1.52,"Ideal","G","VVS1",61.4,57,16492,7.4,7.38,4.54
1.5,"Very Good","F","SI1",63,56,10479,7.28,7.32,4.6
1.21,"Premium","H","SI2",62.1,56,5082,6.8,6.76,4.21
1.3,"Ideal","I","VS2",61.7,56,6714,7.07,7.02,4.35
0.74,"Premium","G","SI2",63,56,2398,5.77,5.75,3.63
2.02,"Premium","I","VS2",61.2,60,11059,8.22,8.13,5
0.33,"Premium","G","VVS2",61.3,59,927,4.45,4.42,2.72
0.41,"Ideal","D","VS1",61.8,57,1230,4.8,4.75,2.95
0.91,"Very Good","F","SI2",63.1,56,3489,6.13,6.17,3.88
0.7,"Very Good","H","SI1",62,60,2048,5.65,5.7,3.52
0.51,"Premium","F","SI1",62.7,62,3360,5.09,4.96,3.15
1.28,"Premium","G","VS2",61.4,58,8458,7,6.92,4.27
0.32,"Ideal","D","SI1",62,57,756,4.42,4.38,2.73
0.3,"Ideal","H","VS2",62.3,56,491,4.29,4.31,2.68
0.31,"Premium","H","VVS2",62.6,60,802,4.33,4.29,2.7
0.7,"Premium","E","SI1",60.5,58,2777,5.77,5.74,3.48
1.5,"Premium","G","SI2",62.1,60,7098,7.34,7.28,4.54
0.72,"Premium","H","SI2",61.8,56,2144,5.79,5.73,3.56
0.43,"Ideal","F","SI1",61.7,54,1016,4.9,4.86,3.01
0.33,"Premium","G","VS1",60.5,58,854,4.49,4.43,2.7
0.31,"Good","I","SI1",63.3,53,408,4.3,4.32,2.73
0.56,"Premium","E","VS2",61.4,61,1915,5.31,5.28,3.25
0.71,"Premium","E","SI2",61.1,58,2306,5.76,5.73,3.51
0.31,"Ideal","G","VS2",62.1,55,577,4.35,4.38,2.71
1.51,"Premium","G","SI1",59.7,58,10020,7.5,7.45,4.46
0.31,"Very Good","F","VS1",62,56,675,4.32,4.35,2.69
0.72,"Ideal","F","SI1",61.5,58,2642,5.72,5.76,3.53
0.41,"Ideal","G","VS1",61.6,57,899,4.74,4.77,2.93
0.31,"Very Good","G","VVS1",58.8,59,778,4.44,4.47,2.62
0.71,"Good","D","VS1",63.4,55,2816,5.61,5.69,3.58
0.39,"Premium","H","VVS1",61.5,56,990,4.73,4.7,2.9
0.3,"Ideal","E","VVS2",61.9,58,766,4.27,4.29,2.65
1,"Premium","G","VS2",62.2,58,6048,6.54,6.49,3.94
0.3,"Very Good","H","VVS2",61.5,57,525,4.32,4.36,2.66
1.09,"Ideal","D","SI1",62.8,54,6259,6.6,6.62,4.15
0.5,"Very Good","J","VS2",63.4,58,1023,5.07,5.02,3.2
0.33,"Premium","F","VS2",61.9,57,854,4.44,4.42,2.74
0.76,"Premium","E","VS2",63,59,3107,5.79,5.76,3.64
1.71,"Very Good","D","SI2",63.5,56,11844,7.58,7.51,4.79
1.51,"Ideal","G","VS1",61.7,54,13818,7.36,7.41,4.56
1.02,"Premium","G","SI2",61.8,58,3496,6.47,6.4,3.98
0.5,"Premium","E","VS1",62.8,59,1775,5.09,5,3.17
1,"Good","J","VS2",58.7,61,3769,6.5,6.52,3.82
0.84,"Premium","E","SI2",59.2,59,3086,6.19,6.14,3.65
0.35,"Premium","D","SI1",61.5,58,772,4.55,4.53,2.79
1,"Very Good","D","VS2",61.2,61,6190,6.35,6.39,3.9
0.52,"Ideal","H","VS1",61.1,57,1648,5.17,5.22,3.17
0.51,"Ideal","F","VVS2",62.6,57,2203,5.13,5.1,3.2
0.95,"Premium","J","I1",61.7,59,2195,6.32,6.26,3.88
0.73,"Good","E","I1",56.9,60,1628,5.98,5.93,3.39
1,"Premium","E","VS2",62.7,59,6720,6.38,6.31,3.98
0.7,"Ideal","F","VVS1",61,56,4951,5.72,5.75,3.5
0.31,"Premium","H","VS1",61.4,56,698,4.39,4.37,2.69
0.34,"Ideal","F","SI1",63,54,727,4.5,4.48,2.83
0.57,"Ideal","F","VS2",60.8,57,1869,5.34,5.37,3.25
1.07,"Ideal","G","VVS2",61.5,56,8707,6.58,6.6,4.05
0.72,"Ideal","E","SI1",60.8,57,3409,5.77,5.8,3.52
1.02,"Premium","H","SI1",62,60,4884,6.4,6.37,3.96
0.71,"Very Good","E","VS2",61.2,58,2891,5.71,5.79,3.52
1.02,"Good","F","VS1",57.9,59,7197,6.64,6.59,3.83
0.35,"Ideal","F","VS2",62.6,56,906,4.52,4.49,2.82
1.52,"Very Good","J","VS2",63.3,56,7504,7.33,7.27,4.62
0.39,"Very Good","F","VS2",60.1,56,832,4.77,4.82,2.88
1.55,"Very Good","I","VS1",59,58,10711,7.56,7.63,4.48
1.21,"Premium","H","VS2",59.3,60,6974,6.99,6.93,4.13
0.89,"Premium","I","VS1",62.2,62,2955,6.14,6.02,3.78
1.72,"Premium","F","I1",60.5,59,7089,7.8,7.71,4.69
2.05,"Very Good","H","VS2",61.8,60,18152,8.14,8.19,5.05
0.41,"Very Good","H","VVS1",61.7,58,991,4.74,4.79,2.94
1.09,"Premium","F","SI1",62.7,58,5287,6.51,6.56,4.1
1.05,"Very Good","D","SI1",59.3,58,6063,6.68,6.74,3.98
1.06,"Ideal","G","VS1",61.3,57,8093,6.53,6.56,4.01
0.75,"Good","E","SI2",59.7,62,2497,5.85,5.88,3.5
1.11,"Ideal","H","SI1",62,56,5102,6.65,6.61,4.11
0.9,"Good","F","VS2",62.4,58,4370,6.08,6.1,3.8
1.46,"Premium","H","SI2",61.4,59,7604,7.3,7.26,4.47
0.39,"Very Good","I","VS2",59.6,57,712,4.77,4.82,2.86
0.7,"Very Good","I","VVS2",63,58,2367,5.64,5.69,3.57
0.7,"Very Good","F","VS1",62,57,2808,5.64,5.71,3.52
0.72,"Very Good","E","SI1",62.6,59,2474,5.66,5.71,3.56
0.76,"Good","D","VS2",63.5,55,3443,5.81,5.85,3.7
0.77,"Fair","J","SI1",60.2,66,1956,5.97,5.81,3.55
0.34,"Ideal","F","SI1",62.8,56,727,4.46,4.42,2.79
1.22,"Premium","I","SI1",59,61,5466,7.02,6.98,4.13
1.35,"Premium","G","VS2",62.8,59,9471,7.04,7.01,4.41
0.34,"Premium","E","VS2",61,59,956,4.51,4.48,2.74
0.32,"Ideal","D","SI1",61.9,57,756,4.4,4.36,2.71
1.25,"Very Good","H","SI2",61.6,54,5637,6.85,6.95,4.25
0.51,"Premium","E","SI1",62.8,61,1443,5.07,5.06,3.18
0.71,"Very Good","G","VS2",62.9,57,2598,5.69,5.72,3.59
1.01,"Very Good","G","SI2",63.5,58,4154,6.39,6.34,4.04
0.72,"Ideal","E","SI2",61.3,55,2401,5.75,5.84,3.55
0.54,"Ideal","G","SI2",62.7,56,1287,5.23,5.2,3.27
0.54,"Ideal","F","SI1",61.6,55,1385,5.24,5.28,3.24
1.51,"Very Good","E","SI2",63.4,59,9513,7.26,7.19,4.58
1.01,"Very Good","I","SI1",62.8,58,3888,6.37,6.4,4.01
0.33,"Ideal","G","VS2",61.3,57,598,4.45,4.49,2.74
1.25,"Premium","G","VS1",60,61,8736,7.03,6.92,4.23
0.36,"Ideal","J","VS1",61.7,53.7,513,4.58,4.62,2.84
1.11,"Ideal","G","VS1",62.1,57,7917,6.61,6.63,4.11
0.67,"Good","D","SI1",63.8,57,2258,5.53,5.48,3.51
1,"Fair","G","VS1",63.1,63,4630,6.38,6.29,4
1,"Good","I","VS2",59.7,64,4155,6.51,6.45,3.87
1.25,"Ideal","H","SI1",62.4,55,7573,6.9,6.86,4.3
0.33,"Ideal","H","VS1",61.9,56,743,4.48,4.44,2.76
0.28,"Ideal","H","VVS1",62,55,586,4.17,4.22,2.6
0.99,"Premium","F","VS2",62.6,55,5893,6.5,6.35,4.02
0.39,"Premium","G","VS2",60.9,59,1009,4.74,4.69,2.87
0.8,"Ideal","G","SI2",63,56,2657,5.85,5.9,3.7
0.4,"Very Good","F","SI1",59.6,61,927,4.79,4.84,2.87
0.31,"Premium","G","SI1",62.1,58,462,4.33,4.36,2.7
0.31,"Ideal","F","IF",61.2,56,901,4.38,4.41,2.69
0.7,"Good","I","VS2",57.1,61,2010,5.9,5.93,3.38
1.01,"Good","G","SI1",63.6,58,4195,6.29,6.35,4.02
0.53,"Ideal","H","VS2",62.6,57,1412,5.17,5.15,3.23
0.25,"Ideal","E","VVS2",61.7,56,705,4.05,4.07,2.5
0.7,"Very Good","E","SI1",59.6,63,2396,5.72,5.65,3.39
0.36,"Very Good","G","SI1",61.8,60,537,4.53,4.57,2.81
0.36,"Ideal","G","SI1",61.4,55,571,4.61,4.64,2.84
1.03,"Ideal","I","SI2",62.3,59,4162,6.39,6.45,4
1.09,"Ideal","H","SI1",61.8,57,4965,6.57,6.6,4.07
0.39,"Ideal","J","VS2",61.2,56,642,4.71,4.74,2.89
0.51,"Very Good","F","VVS2",60.8,56,2041,5.17,5.2,3.15
0.38,"Ideal","I","VVS1",62.4,54.8,800,4.64,4.66,2.9
0.78,"Ideal","G","VS2",61.7,55,3184,5.94,5.89,3.65
0.31,"Ideal","G","IF",61.7,55,871,4.37,4.39,2.7
0.77,"Very Good","J","SI1",62.3,58,1807,5.86,5.89,3.66
0.33,"Premium","I","SI1",60.4,59,557,4.54,4.5,2.73
0.42,"Premium","H","VS1",61.7,59,1087,4.83,4.76,2.96
0.23,"Very Good","D","VVS2",61.9,58,530,3.91,3.94,2.43
0.57,"Premium","E","VS2",61.9,60,2069,5.35,5.31,3.3
0.31,"Ideal","H","VVS1",62.3,54,687,4.37,4.4,2.73
1,"Very Good","H","SI2",63.4,61,3920,6.33,6.29,4
0.38,"Premium","E","SI2",59.9,56,596,4.79,4.72,2.85
0.52,"Ideal","G","VVS2",59.8,57,1911,5.24,5.26,3.14
0.42,"Premium","G","VS1",59.4,59,984,4.9,4.86,2.9
0.76,"Very Good","E","SI1",63.2,57,2613,5.8,5.75,3.65
0.38,"Ideal","E","SI1",61,56,694,4.68,4.69,2.86
1.2,"Premium","J","SI2",61.7,57,3782,6.85,6.79,4.21
0.6,"Ideal","D","VVS1",61.6,56,3570,5.41,5.43,3.34
0.33,"Ideal","I","VVS1",62.2,54,646,4.43,4.45,2.76
0.33,"Premium","G","VS1",62.2,58,666,4.39,4.42,2.74
1.09,"Ideal","H","SI1",62.1,55,5376,6.6,6.64,4.11
0.53,"Good","D","VS1",60.2,56,1775,5.22,5.28,3.16
0.31,"Ideal","E","VVS2",61.6,57,816,4.33,4.37,2.68
0.31,"Very Good","H","VS1",62.4,58,544,4.28,4.34,2.69
0.3,"Ideal","F","VS2",62.5,55,776,4.31,4.27,2.68
0.4,"Very Good","E","SI1",62.9,59,687,4.69,4.72,2.96
1.07,"Premium","H","VS2",60.6,60,4374,6.66,6.63,4.03
1.7,"Premium","D","SI1",61.9,59,15100,7.61,7.64,4.72
0.56,"Ideal","F","VVS2",61.1,57,2676,5.32,5.35,3.25
0.4,"Very Good","E","VS2",59.4,58,770,4.78,4.82,2.85
1.2,"Fair","I","I1",62.2,66,3011,6.77,6.7,4.2
1.09,"Very Good","H","SI1",63.2,57,4871,6.57,6.54,4.14
1.51,"Ideal","H","SI1",62.4,57,9569,7.3,7.34,4.57
0.56,"Ideal","D","VVS2",61.7,58,2612,5.26,5.3,3.26
0.33,"Ideal","G","VS1",61.9,56,854,4.48,4.44,2.76
1,"Good","E","VVS1",63.4,59,8359,6.27,6.24,4
0.35,"Good","G","SI1",63.8,54,669,4.48,4.46,2.85
1.56,"Good","I","VS2",57.2,62,9609,7.66,7.72,4.4
0.46,"Ideal","D","VS1",61.6,57,1637,4.95,4.98,3.06
0.41,"Good","D","SI1",63.4,56,707,4.73,4.76,3.01
0.61,"Premium","D","VS1",62.4,57,2207,5.46,5.44,3.4
